level,comparison_name,level_a,level_b,embedding_dim_name,group_a_count,group_b_count,group_a_mean,group_b_mean,group_a_median,group_b_median,abs_mean_difference,effect_size,missing_percent,direction,interpretation_note
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_067,1024,936,0.010468660786401053,-0.010995288148539919,0.01178094139322635,-0.0102491904981434,0.021463948934940972,1.0615266247010486,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_068,1024,936,0.00521331654737621,0.016119221835770355,0.0058029040228575,0.016418094746768398,0.010905905288394146,0.6343264983688978,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_069,1024,936,-0.05615400135604881,-0.03673341419891161,-0.0560081340372562,-0.0372302290052175,0.019420587157137202,0.8643251297278512,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_070,1024,936,0.0020672810313493396,0.05097394431442462,0.0011873955372720501,0.051934868097305256,0.04890666328307528,2.1767492986608725,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_071,1024,936,0.2421566299966571,0.19554151386872923,0.24680826812982554,0.16879941523075098,0.046615116127927875,0.30605549015009303,0.0,higher_in_group_a,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_072,1024,936,0.020244125475676857,-0.01446239282087967,0.02047220245003695,-0.01305837836116545,0.03470651829655653,1.5923386845119358,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_073,1024,936,0.013724910206159156,0.01840056307559992,0.014109229203313551,0.01922364626079795,0.004675652869440765,0.21002205711259203,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_074,1024,936,0.010459355741242217,0.013261216380257778,0.011952273081988051,0.01346709346398705,0.0028018606390155607,0.13682461856521397,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_075,1024,936,-0.020973113057109985,-0.025375390522539273,-0.020457120612263652,-0.025713734328746747,0.0044022774654292884,0.3032927720824132,0.0,higher_in_group_a,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_076,1024,936,0.002636777697024438,-0.00699402500046453,0.00257165613584215,-0.00625890423543745,0.009630802697488968,0.5726152001994298,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_077,1024,936,0.2172361231783384,0.2274270240616941,0.21845998615026468,0.23290098458528513,0.010190900883355697,0.10951324876832748,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_078,1024,936,-0.003845436079167531,0.02250198233012919,-0.0060484048444777,0.0209287237375974,0.026347418409296722,1.2464290868026446,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_079,1024,936,-0.0036277633819849957,0.03251880254712774,-0.0055254057515412,0.0321618746966123,0.03614656592911274,1.5923707214551683,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_080,1024,936,-0.011934954031202573,-0.013091641801261697,-0.0113893100060522,-0.01308685261756175,0.001156687770059124,0.05388942822934705,0.0,higher_in_group_a,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_081,1024,936,0.01983697151532479,-0.01784194090949032,0.0204830048605799,-0.01770949643105265,0.03767891242481511,1.2235397270943567,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_082,1024,936,0.032999144417523454,0.039776010316041346,0.03393319621682166,0.040211090818047454,0.006776865898517892,0.3662935058557812,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_083,1024,936,-0.05207270656200076,-0.01573397442731747,-0.052512427791953045,-0.017916133627295452,0.03633873213468329,1.398854244314057,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_084,1024,936,0.0017535750322910087,0.005563187023918658,0.00169210025342175,0.004565290408208951,0.003809611991627649,0.19560715167037504,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_085,1024,936,0.034342628230415756,0.0586296993039398,0.0379585810005664,0.058227548375725705,0.02428707107352404,0.9550916715479467,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_086,1024,936,-0.012174027366877092,-0.024628470536069248,-0.01226273179054255,-0.02454968169331545,0.012454443169192156,0.6103404960258679,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_087,1024,936,0.010223968995658672,-0.0001818818889360884,0.01037515886127945,-0.0003906310885213,0.01040585088459476,0.6966427962342485,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_088,1024,936,0.04529657390634865,-0.11869365465814846,0.0480115227401256,-0.1133598759770393,0.1639902285644971,2.0984858206416743,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_089,1024,936,-0.007769924699434921,-0.029842449790723712,-0.00851456541568035,-0.03181196376681325,0.02207252509128879,1.0411407443742289,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_090,1024,936,-0.03263785643837021,-0.03705983995843045,-0.03277435339987275,-0.0372261051088571,0.004421983520060242,0.2541858715683889,0.0,higher_in_group_a,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_091,1024,936,-0.006347234743021334,0.020258018655940964,-0.007117067463695949,0.01867676991969345,0.026605253398962296,1.1337427090077812,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_092,1024,936,0.007425005425501384,0.020120683299289784,0.0059899329207837,0.01962668355554335,0.0126956778737884,0.6078115476597706,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_093,1024,936,0.015583833065907247,-0.003802712596622692,0.01606067456305025,-0.00309341994579875,0.01938654566252994,0.872098030458723,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_094,1024,936,0.028524610422238042,0.030151917915416635,0.0279545793309807,0.02982725203037255,0.0016273074931785932,0.09578565934293276,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
segment,seg_clean_vs_replay_inherited,clean,replay,ssl_emb_095,1024,936,-0.062365310193229086,-0.1973994704994222,-0.06263963505625719,-0.19529284536838526,0.1350341603061931,1.9248579612331271,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
