source,vote_threshold,segment_max_spoof_threshold,suspicious_chunk_ratio_threshold,clean_human_borderline_margin,n_samples,clean_human_false_alarm_count,clean_human_accept_count,clean_human_borderline_count,clean_human_review_rate,clean_human_n,human_replay_n,ai_replay_n,direct_ai_detected_count,direct_ai_segment_suspicious_count,human_replay_detected_count,ai_replay_detected_count,ai_replay_missed_count,ai_replay_segment_suspicious_count,human_mixer_detected_count,human_mixer_missed_count,ai_mixer_detected_count,ai_mixer_missed_count,ai_mixer_segment_suspicious_count,direct_ai_missed_count,human_replay_missed_count,partial_fabrication_missed_count,partial_fabrication_not_evaluable_count,partial_fabrication_detected_count,partial_fabrication_evaluable_n,direct_ai_n,human_mixer_n,ai_mixer_n,product_score
r2_product,0.65,0.95,0.2,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,13,15,0,19,4,23,0,23,0,0,10,8,13,0,33,46,23,23,23,0.6347826086956522
r2_product,0.65,0.95,0.3,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,13,15,0,22,1,23,0,23,0,0,10,8,13,0,33,46,23,23,23,0.6347826086956522
r2_product,0.7,0.85,0.1,0.05,184,7,14,2,0.08695652173913043,23,23,23,0,16,15,0,11,12,23,0,23,0,0,7,8,13,0,33,46,23,23,23,0.6695652173913045
r2_product,0.7,0.85,0.2,0.05,184,7,14,2,0.08695652173913043,23,23,23,0,15,15,0,14,9,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6608695652173913
r2_product,0.7,0.85,0.3,0.05,184,7,14,2,0.08695652173913043,23,23,23,0,15,15,0,16,7,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6608695652173913
r2_product,0.7,0.9,0.1,0.05,184,7,14,2,0.08695652173913043,23,23,23,0,16,15,0,13,10,23,0,23,0,0,7,8,13,0,33,46,23,23,23,0.6695652173913045
r2_product,0.7,0.9,0.2,0.05,184,7,14,2,0.08695652173913043,23,23,23,0,15,15,0,17,6,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6608695652173913
r2_product,0.7,0.9,0.3,0.05,184,7,14,2,0.08695652173913043,23,23,23,0,15,15,0,19,4,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6608695652173913
r2_product,0.7,0.95,0.1,0.05,184,7,14,2,0.08695652173913043,23,23,23,0,16,15,0,14,9,23,0,23,0,0,7,8,13,0,33,46,23,23,23,0.6695652173913045
r2_product,0.7,0.95,0.2,0.05,184,7,14,2,0.08695652173913043,23,23,23,0,13,15,0,19,4,23,0,23,0,0,10,8,13,0,33,46,23,23,23,0.6434782608695653
r2_product,0.7,0.95,0.3,0.05,184,7,14,2,0.08695652173913043,23,23,23,0,13,15,0,22,1,23,0,23,0,0,10,8,13,0,33,46,23,23,23,0.6434782608695653
r2_product,0.75,0.85,0.1,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,16,15,0,11,12,23,0,23,0,0,7,8,13,0,33,46,23,23,23,0.6869565217391305
r2_product,0.75,0.85,0.2,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,15,15,0,14,9,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6782608695652175
r2_product,0.75,0.85,0.3,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,15,15,0,16,7,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6782608695652175
r2_product,0.75,0.9,0.1,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,16,15,0,13,10,23,0,23,0,0,7,8,13,0,33,46,23,23,23,0.6869565217391305
r2_product,0.75,0.9,0.2,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,15,15,0,17,6,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6782608695652175
r2_product,0.75,0.9,0.3,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,15,15,0,19,4,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6782608695652175
r2_product,0.75,0.95,0.1,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,16,15,0,14,9,23,0,23,0,0,7,8,13,0,33,46,23,23,23,0.6869565217391305
r2_product,0.75,0.95,0.2,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,13,15,0,19,4,23,0,23,0,0,10,8,13,0,33,46,23,23,23,0.6608695652173913
r2_product,0.75,0.95,0.3,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,13,15,0,22,1,23,0,23,0,0,10,8,13,0,33,46,23,23,23,0.6608695652173913
r2_product,0.8,0.85,0.1,0.05,184,3,17,3,0.13043478260869565,23,23,23,0,16,15,0,11,12,23,0,23,0,0,7,8,13,0,33,46,23,23,23,0.6956521739130435
r2_product,0.8,0.85,0.2,0.05,184,3,17,3,0.13043478260869565,23,23,23,0,15,15,0,14,9,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6869565217391305
r2_product,0.8,0.85,0.3,0.05,184,3,17,3,0.13043478260869565,23,23,23,0,15,15,0,16,7,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6869565217391305
r2_product,0.8,0.9,0.1,0.05,184,3,17,3,0.13043478260869565,23,23,23,0,16,15,0,13,10,23,0,23,0,0,7,8,13,0,33,46,23,23,23,0.6956521739130435
r2_product,0.8,0.9,0.2,0.05,184,3,17,3,0.13043478260869565,23,23,23,0,15,15,0,17,6,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6869565217391305
r2_product,0.8,0.9,0.3,0.05,184,3,17,3,0.13043478260869565,23,23,23,0,15,15,0,19,4,23,0,23,0,0,8,8,13,0,33,46,23,23,23,0.6869565217391305
r2_product,0.8,0.95,0.1,0.05,184,3,17,3,0.13043478260869565,23,23,23,0,16,15,0,14,9,23,0,23,0,0,7,8,13,0,33,46,23,23,23,0.6956521739130435
r2_product,0.8,0.95,0.2,0.05,184,3,17,3,0.13043478260869565,23,23,23,0,13,15,0,19,4,23,0,23,0,0,10,8,13,0,33,46,23,23,23,0.6695652173913045
r2_product,0.8,0.95,0.3,0.05,184,3,17,3,0.13043478260869565,23,23,23,0,13,15,0,22,1,23,0,23,0,0,10,8,13,0,33,46,23,23,23,0.6695652173913045
r2_loss,0.4,0.85,0.1,0.05,184,14,8,1,0.043478260869565216,23,23,23,2,15,17,0,7,16,23,0,23,0,0,6,6,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.4,0.85,0.2,0.05,184,14,8,1,0.043478260869565216,23,23,23,2,15,17,0,10,13,23,0,23,0,0,6,6,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.4,0.85,0.3,0.05,184,14,8,1,0.043478260869565216,23,23,23,2,15,17,0,12,11,23,0,23,0,0,6,6,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.4,0.9,0.1,0.05,184,14,8,1,0.043478260869565216,23,23,23,2,15,17,0,7,16,23,0,23,0,0,6,6,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.4,0.9,0.2,0.05,184,14,8,1,0.043478260869565216,23,23,23,2,14,17,0,12,11,23,0,23,0,0,7,6,10,0,36,46,23,23,23,0.6391304347826088
r2_loss,0.4,0.9,0.3,0.05,184,14,8,1,0.043478260869565216,23,23,23,2,14,17,0,15,8,23,0,23,0,0,7,6,10,0,36,46,23,23,23,0.6391304347826088
r2_loss,0.4,0.95,0.1,0.05,184,14,8,1,0.043478260869565216,23,23,23,2,14,17,0,8,15,23,0,23,0,0,7,6,10,0,36,46,23,23,23,0.6391304347826088
r2_loss,0.4,0.95,0.2,0.05,184,14,8,1,0.043478260869565216,23,23,23,2,13,17,0,14,9,23,0,23,0,0,8,6,10,0,36,46,23,23,23,0.6304347826086957
r2_loss,0.4,0.95,0.3,0.05,184,14,8,1,0.043478260869565216,23,23,23,2,13,17,0,19,4,23,0,23,0,0,8,6,10,0,36,46,23,23,23,0.6304347826086957
r2_loss,0.45,0.85,0.1,0.05,184,13,8,2,0.08695652173913043,23,23,23,1,16,17,0,7,16,23,0,23,0,0,6,6,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.45,0.85,0.2,0.05,184,13,8,2,0.08695652173913043,23,23,23,1,16,17,0,10,13,23,0,23,0,0,6,6,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.45,0.85,0.3,0.05,184,13,8,2,0.08695652173913043,23,23,23,1,16,17,0,12,11,23,0,23,0,0,6,6,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.45,0.9,0.1,0.05,184,13,8,2,0.08695652173913043,23,23,23,1,16,17,0,7,16,23,0,23,0,0,6,6,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.45,0.9,0.2,0.05,184,13,8,2,0.08695652173913043,23,23,23,1,15,17,0,12,11,23,0,23,0,0,7,6,10,0,36,46,23,23,23,0.6391304347826088
r2_loss,0.45,0.9,0.3,0.05,184,13,8,2,0.08695652173913043,23,23,23,1,15,17,0,15,8,23,0,23,0,0,7,6,10,0,36,46,23,23,23,0.6391304347826088
r2_loss,0.45,0.95,0.1,0.05,184,13,8,2,0.08695652173913043,23,23,23,1,15,17,0,8,15,23,0,23,0,0,7,6,10,0,36,46,23,23,23,0.6391304347826088
r2_loss,0.45,0.95,0.2,0.05,184,13,8,2,0.08695652173913043,23,23,23,1,14,17,0,14,9,23,0,23,0,0,8,6,10,0,36,46,23,23,23,0.6304347826086957
r2_loss,0.45,0.95,0.3,0.05,184,13,8,2,0.08695652173913043,23,23,23,1,14,17,0,19,4,23,0,23,0,0,8,6,10,0,36,46,23,23,23,0.6304347826086957
r2_loss,0.5,0.85,0.1,0.05,184,13,9,1,0.043478260869565216,23,23,23,0,17,16,0,7,16,23,0,23,0,0,6,7,10,0,36,46,23,23,23,0.6521739130434783
r2_loss,0.5,0.85,0.2,0.05,184,13,9,1,0.043478260869565216,23,23,23,0,17,16,0,10,13,23,0,23,0,0,6,7,10,0,36,46,23,23,23,0.6521739130434783
r2_loss,0.5,0.85,0.3,0.05,184,13,9,1,0.043478260869565216,23,23,23,0,17,16,0,12,11,23,0,23,0,0,6,7,10,0,36,46,23,23,23,0.6521739130434783
r2_loss,0.5,0.9,0.1,0.05,184,13,9,1,0.043478260869565216,23,23,23,0,17,16,0,7,16,23,0,23,0,0,6,7,10,0,36,46,23,23,23,0.6521739130434783
r2_loss,0.5,0.9,0.2,0.05,184,13,9,1,0.043478260869565216,23,23,23,0,16,16,0,12,11,23,0,23,0,0,7,7,10,0,36,46,23,23,23,0.6434782608695653
r2_loss,0.5,0.9,0.3,0.05,184,13,9,1,0.043478260869565216,23,23,23,0,16,16,0,15,8,23,0,23,0,0,7,7,10,0,36,46,23,23,23,0.6434782608695653
r2_loss,0.5,0.95,0.1,0.05,184,13,9,1,0.043478260869565216,23,23,23,0,16,16,0,8,15,23,0,23,0,0,7,7,10,0,36,46,23,23,23,0.6434782608695653
r2_loss,0.5,0.95,0.2,0.05,184,13,9,1,0.043478260869565216,23,23,23,0,15,16,0,14,9,23,0,23,0,0,8,7,10,0,36,46,23,23,23,0.6347826086956522
r2_loss,0.5,0.95,0.3,0.05,184,13,9,1,0.043478260869565216,23,23,23,0,15,16,0,19,4,23,0,23,0,0,8,7,10,0,36,46,23,23,23,0.6347826086956522
r2_loss,0.55,0.85,0.1,0.05,184,12,10,1,0.043478260869565216,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.55,0.85,0.2,0.05,184,12,10,1,0.043478260869565216,23,23,23,0,17,15,0,10,13,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.55,0.85,0.3,0.05,184,12,10,1,0.043478260869565216,23,23,23,0,17,15,0,12,11,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.55,0.9,0.1,0.05,184,12,10,1,0.043478260869565216,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.55,0.9,0.2,0.05,184,12,10,1,0.043478260869565216,23,23,23,0,16,15,0,12,11,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.55,0.9,0.3,0.05,184,12,10,1,0.043478260869565216,23,23,23,0,16,15,0,15,8,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.55,0.95,0.1,0.05,184,12,10,1,0.043478260869565216,23,23,23,0,16,15,0,8,15,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.55,0.95,0.2,0.05,184,12,10,1,0.043478260869565216,23,23,23,0,15,15,0,14,9,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6391304347826087
r2_loss,0.55,0.95,0.3,0.05,184,12,10,1,0.043478260869565216,23,23,23,0,15,15,0,19,4,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6391304347826087
r2_loss,0.6,0.85,0.1,0.05,184,11,10,2,0.08695652173913043,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.6,0.85,0.2,0.05,184,11,10,2,0.08695652173913043,23,23,23,0,17,15,0,10,13,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.6,0.85,0.3,0.05,184,11,10,2,0.08695652173913043,23,23,23,0,17,15,0,12,11,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.6,0.9,0.1,0.05,184,11,10,2,0.08695652173913043,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.6,0.9,0.2,0.05,184,11,10,2,0.08695652173913043,23,23,23,0,16,15,0,12,11,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.6,0.9,0.3,0.05,184,11,10,2,0.08695652173913043,23,23,23,0,16,15,0,15,8,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.6,0.95,0.1,0.05,184,11,10,2,0.08695652173913043,23,23,23,0,16,15,0,8,15,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.6,0.95,0.2,0.05,184,11,10,2,0.08695652173913043,23,23,23,0,15,15,0,14,9,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6391304347826087
r2_loss,0.6,0.95,0.3,0.05,184,11,10,2,0.08695652173913043,23,23,23,0,15,15,0,19,4,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6391304347826087
r2_loss,0.65,0.85,0.1,0.05,184,10,11,2,0.08695652173913043,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6652173913043478
r2_loss,0.65,0.85,0.2,0.05,184,10,11,2,0.08695652173913043,23,23,23,0,17,15,0,10,13,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6652173913043478
r2_loss,0.65,0.85,0.3,0.05,184,10,11,2,0.08695652173913043,23,23,23,0,17,15,0,12,11,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6652173913043478
r2_loss,0.65,0.9,0.1,0.05,184,10,11,2,0.08695652173913043,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6652173913043478
r2_loss,0.65,0.9,0.2,0.05,184,10,11,2,0.08695652173913043,23,23,23,0,16,15,0,12,11,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.65,0.9,0.3,0.05,184,10,11,2,0.08695652173913043,23,23,23,0,16,15,0,15,8,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.65,0.95,0.1,0.05,184,10,11,2,0.08695652173913043,23,23,23,0,16,15,0,8,15,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.65,0.95,0.2,0.05,184,10,11,2,0.08695652173913043,23,23,23,0,15,15,0,14,9,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.65,0.95,0.3,0.05,184,10,11,2,0.08695652173913043,23,23,23,0,15,15,0,19,4,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6478260869565218
r2_loss,0.7,0.85,0.1,0.05,184,9,12,2,0.08695652173913043,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6739130434782609
r2_loss,0.7,0.85,0.2,0.05,184,9,12,2,0.08695652173913043,23,23,23,0,17,15,0,10,13,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6739130434782609
r2_loss,0.7,0.85,0.3,0.05,184,9,12,2,0.08695652173913043,23,23,23,0,17,15,0,12,11,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6739130434782609
r2_loss,0.7,0.9,0.1,0.05,184,9,12,2,0.08695652173913043,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.6739130434782609
r2_loss,0.7,0.9,0.2,0.05,184,9,12,2,0.08695652173913043,23,23,23,0,16,15,0,12,11,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6652173913043478
r2_loss,0.7,0.9,0.3,0.05,184,9,12,2,0.08695652173913043,23,23,23,0,16,15,0,15,8,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6652173913043478
r2_loss,0.7,0.95,0.1,0.05,184,9,12,2,0.08695652173913043,23,23,23,0,16,15,0,8,15,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6652173913043478
r2_loss,0.7,0.95,0.2,0.05,184,9,12,2,0.08695652173913043,23,23,23,0,15,15,0,14,9,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.7,0.95,0.3,0.05,184,9,12,2,0.08695652173913043,23,23,23,0,15,15,0,19,4,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6565217391304348
r2_loss,0.75,0.85,0.1,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.682608695652174
r2_loss,0.75,0.85,0.2,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,17,15,0,10,13,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.682608695652174
r2_loss,0.75,0.85,0.3,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,17,15,0,12,11,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.682608695652174
r2_loss,0.75,0.9,0.1,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.682608695652174
r2_loss,0.75,0.9,0.2,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,16,15,0,12,11,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6739130434782609
r2_loss,0.75,0.9,0.3,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,16,15,0,15,8,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6739130434782609
r2_loss,0.75,0.95,0.1,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,16,15,0,8,15,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.6739130434782609
r2_loss,0.75,0.95,0.2,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,15,15,0,14,9,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6652173913043478
r2_loss,0.75,0.95,0.3,0.05,184,7,13,3,0.13043478260869565,23,23,23,0,15,15,0,19,4,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.6652173913043478
r2_loss,0.8,0.85,0.1,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.7086956521739131
r2_loss,0.8,0.85,0.2,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,17,15,0,10,13,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.7086956521739131
r2_loss,0.8,0.85,0.3,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,17,15,0,12,11,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.7086956521739131
r2_loss,0.8,0.9,0.1,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,17,15,0,7,16,23,0,23,0,0,6,8,10,0,36,46,23,23,23,0.7086956521739131
r2_loss,0.8,0.9,0.2,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,16,15,0,12,11,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.7
r2_loss,0.8,0.9,0.3,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,16,15,0,15,8,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.7
r2_loss,0.8,0.95,0.1,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,16,15,0,8,15,23,0,23,0,0,7,8,10,0,36,46,23,23,23,0.7
r2_loss,0.8,0.95,0.2,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,15,15,0,14,9,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.691304347826087
r2_loss,0.8,0.95,0.3,0.05,184,4,16,3,0.13043478260869565,23,23,23,0,15,15,0,19,4,23,0,23,0,0,8,8,10,0,36,46,23,23,23,0.691304347826087
candidate_ensemble,0.4,0.85,0.1,0.05,184,22,1,0,0.0,23,23,23,8,13,23,23,0,0,23,0,23,0,0,2,0,2,0,44,46,23,23,23,0.782608695652174
candidate_ensemble,0.4,0.85,0.2,0.05,184,22,1,0,0.0,23,23,23,8,12,23,23,0,0,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7739130434782608
candidate_ensemble,0.4,0.85,0.3,0.05,184,22,1,0,0.0,23,23,23,8,12,23,23,0,0,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7739130434782608
candidate_ensemble,0.4,0.9,0.1,0.05,184,22,1,0,0.0,23,23,23,8,13,23,23,0,0,23,0,23,0,0,2,0,2,0,44,46,23,23,23,0.782608695652174
candidate_ensemble,0.4,0.9,0.2,0.05,184,22,1,0,0.0,23,23,23,8,12,23,23,0,0,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7739130434782608
candidate_ensemble,0.4,0.9,0.3,0.05,184,22,1,0,0.0,23,23,23,8,12,23,23,0,0,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7739130434782608
candidate_ensemble,0.4,0.95,0.1,0.05,184,22,1,0,0.0,23,23,23,8,12,23,23,0,0,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7739130434782608
candidate_ensemble,0.4,0.95,0.2,0.05,184,22,1,0,0.0,23,23,23,8,11,23,23,0,0,23,0,23,0,0,4,0,2,0,44,46,23,23,23,0.7652173913043478
candidate_ensemble,0.4,0.95,0.3,0.05,184,22,1,0,0.0,23,23,23,8,11,23,23,0,0,23,0,23,0,0,4,0,2,0,44,46,23,23,23,0.7652173913043478
candidate_ensemble,0.45,0.85,0.1,0.05,184,22,1,0,0.0,23,23,23,4,17,23,22,0,1,23,0,23,0,0,2,0,2,0,44,46,23,23,23,0.7782608695652173
candidate_ensemble,0.45,0.85,0.2,0.05,184,22,1,0,0.0,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.45,0.85,0.3,0.05,184,22,1,0,0.0,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.45,0.9,0.1,0.05,184,22,1,0,0.0,23,23,23,4,17,23,22,0,1,23,0,23,0,0,2,0,2,0,44,46,23,23,23,0.7782608695652173
candidate_ensemble,0.45,0.9,0.2,0.05,184,22,1,0,0.0,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.45,0.9,0.3,0.05,184,22,1,0,0.0,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.45,0.95,0.1,0.05,184,22,1,0,0.0,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.45,0.95,0.2,0.05,184,22,1,0,0.0,23,23,23,4,15,23,22,0,1,23,0,23,0,0,4,0,2,0,44,46,23,23,23,0.7608695652173914
candidate_ensemble,0.45,0.95,0.3,0.05,184,22,1,0,0.0,23,23,23,4,15,23,22,0,1,23,0,23,0,0,4,0,2,0,44,46,23,23,23,0.7608695652173914
candidate_ensemble,0.5,0.85,0.1,0.05,184,21,1,1,0.043478260869565216,23,23,23,4,17,23,22,0,1,23,0,23,0,0,2,0,2,0,44,46,23,23,23,0.7782608695652173
candidate_ensemble,0.5,0.85,0.2,0.05,184,21,1,1,0.043478260869565216,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.5,0.85,0.3,0.05,184,21,1,1,0.043478260869565216,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.5,0.9,0.1,0.05,184,21,1,1,0.043478260869565216,23,23,23,4,17,23,22,0,1,23,0,23,0,0,2,0,2,0,44,46,23,23,23,0.7782608695652173
candidate_ensemble,0.5,0.9,0.2,0.05,184,21,1,1,0.043478260869565216,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.5,0.9,0.3,0.05,184,21,1,1,0.043478260869565216,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.5,0.95,0.1,0.05,184,21,1,1,0.043478260869565216,23,23,23,4,16,23,22,0,1,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7695652173913043
candidate_ensemble,0.5,0.95,0.2,0.05,184,21,1,1,0.043478260869565216,23,23,23,4,15,23,22,0,1,23,0,23,0,0,4,0,2,0,44,46,23,23,23,0.7608695652173914
candidate_ensemble,0.5,0.95,0.3,0.05,184,21,1,1,0.043478260869565216,23,23,23,4,15,23,22,0,1,23,0,23,0,0,4,0,2,0,44,46,23,23,23,0.7608695652173914
candidate_ensemble,0.55,0.85,0.1,0.05,184,20,1,2,0.08695652173913043,23,23,23,3,18,23,21,0,2,23,0,23,0,0,2,0,2,0,44,46,23,23,23,0.7739130434782608
candidate_ensemble,0.55,0.85,0.2,0.05,184,20,1,2,0.08695652173913043,23,23,23,3,17,23,21,0,2,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7652173913043478
candidate_ensemble,0.55,0.85,0.3,0.05,184,20,1,2,0.08695652173913043,23,23,23,3,17,23,21,0,2,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7652173913043478
candidate_ensemble,0.55,0.9,0.1,0.05,184,20,1,2,0.08695652173913043,23,23,23,3,18,23,21,0,2,23,0,23,0,0,2,0,2,0,44,46,23,23,23,0.7739130434782608
candidate_ensemble,0.55,0.9,0.2,0.05,184,20,1,2,0.08695652173913043,23,23,23,3,17,23,21,0,2,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7652173913043478
candidate_ensemble,0.55,0.9,0.3,0.05,184,20,1,2,0.08695652173913043,23,23,23,3,17,23,21,0,2,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7652173913043478
candidate_ensemble,0.55,0.95,0.1,0.05,184,20,1,2,0.08695652173913043,23,23,23,3,17,23,21,0,2,23,0,23,0,0,3,0,2,0,44,46,23,23,23,0.7652173913043478
candidate_ensemble,0.55,0.95,0.2,0.05,184,20,1,2,0.08695652173913043,23,23,23,3,16,23,21,0,2,23,0,23,0,0,4,0,2,0,44,46,23,23,23,0.7565217391304349
